Left X , Left Y , Left Z , Left Diameter , Right X , Right Y , Right Z , Right Diameter ,TimeStamp
0.13,0.2,0.43,2.73,0.09,0.24,0.43,3.22,233900303
0.13,0.21,0.43,2.74,0.09,0.23,0.43,3.22,233911406
0.12,0.22,0.43,2.73,0.1,0.23,0.43,3.21,233922509
0.12,0.22,0.43,2.72,0.1,0.23,0.43,3.21,233933612
0.12,0.22,0.43,2.7,0.09,0.23,0.43,3.2,233944716
0.12,0.22,0.43,2.71,0.09,0.23,0.43,3.2,233955819
0.12,0.22,0.43,2.7,0.09,0.22,0.43,3.2,233966922
0.12,0.22,0.43,2.72,0.09,0.22,0.43,3.2,233978025
0.13,0.22,0.43,2.71,0.09,0.22,0.43,3.21,233989128
0.13,0.22,0.43,2.71,0.09,0.23,0.43,3.2,234000231
0.13,0.21,0.43,2.69,0.09,0.23,0.43,3.18,234011334
0.13,0.21,0.43,2.69,0.09,0.24,0.43,3.18,234022437
0.13,0.21,0.43,2.68,0.09,0.25,0.43,3.17,234033541
0.13,0.23,0.43,2.71,0.09,0.24,0.43,3.17,234044644
0.13,0.25,0.43,2.7,0.09,0.25,0.43,3.18,234055747
0.13,0.24,0.43,2.7,0.09,0.24,0.43,3.18,234066850
0.13,0.23,0.43,2.69,0.09,0.24,0.43,3.18,234077953
0.13,0.21,0.43,2.69,0.09,0.24,0.43,3.18,234089056
0.13,0.21,0.43,2.7,0.09,0.24,0.43,3.18,234100159
0.13,0.21,0.43,2.69,0.09,0.23,0.43,3.18,234111262
0.12,0.21,0.43,2.69,0.09,0.22,0.43,3.18,234122366
0.12,0.21,0.43,2.68,0.09,0.23,0.43,3.17,234133469
0.12,0.21,0.43,2.68,0.09,0.24,0.43,3.17,234144572
0.12,0.2,0.43,2.67,0.09,0.23,0.43,3.17,234155675
0.11,0.21,0.43,2.68,0.09,0.23,0.43,3.16,234166778
0.11,0.21,0.43,2.69,0.09,0.23,0.43,3.18,234177881
0.12,0.22,0.43,2.69,0.09,0.23,0.43,3.18,234188984
0.12,0.22,0.43,2.69,0.09,0.23,0.43,3.17,234200087
0.15,0.22,0.43,2.68,0.11,0.24,0.43,3.17,234211191
0.16,0.22,0.43,2.67,0.13,0.24,0.43,3.16,234222294
0.17,0.22,0.43,2.66,0.13,0.23,0.43,3.16,234233397
0.17,0.2,0.43,2.66,0.14,0.22,0.43,3.16,234244500
0.17,0.21,0.43,2.68,0.14,0.22,0.43,3.16,234255603
0.17,0.2,0.43,2.67,0.14,0.22,0.43,3.15,234266706
0.17,0.19,0.43,2.66,0.14,0.22,0.43,3.14,234277809
0.17,0.18,0.43,2.65,0.14,0.21,0.43,3.13,234288912
0.17,0.2,0.43,2.68,0.14,0.21,0.43,3.13,234300016
0.17,0.2,0.43,2.66,0.14,0.22,0.43,3.14,234311119
0.17,0.21,0.43,2.65,0.14,0.22,0.43,3.13,234322222
0.17,0.19,0.43,2.62,0.14,0.22,0.43,3.12,234333325
0.17,0.19,0.43,2.63,0.14,0.22,0.43,3.12,234344428
0.17,0.2,0.43,2.63,0.14,0.22,0.43,3.12,234355531
0.18,0.21,0.43,2.63,0.14,0.22,0.43,3.12,234366634
0.17,0.21,0.43,2.62,0.14,0.23,0.43,3.12,234377737
0.18,0.22,0.43,2.6,0.14,0.23,0.43,3.11,234388841
0.17,0.21,0.43,2.6,0.14,0.23,0.43,3.1,234399944
0.18,0.22,0.43,2.58,0.14,0.23,0.43,3.09,234411047
0.18,0.22,0.42,2.6,0.14,0.23,0.43,3.09,234422150
0.18,0.22,0.42,2.59,0.14,0.23,0.43,3.08,234433253
0.18,0.21,0.42,2.6,0.14,0.23,0.43,3.08,234444356
0.17,0.2,0.42,2.58,0.14,0.23,0.42,3.08,234455459
0.18,0.21,0.42,2.59,0.15,0.23,0.42,3.08,234466562
0.17,0.22,0.42,2.57,0.15,0.23,0.42,3.07,234477666
0.18,0.22,0.42,2.58,0.14,0.24,0.42,3.06,234488769
0.18,0.21,0.42,2.57,0.15,0.24,0.42,3.06,234499872
0.18,0.22,0.42,2.59,0.14,0.23,0.42,3.05,234510975
0.17,0.22,0.42,2.56,0.15,0.23,0.42,3.06,234522078
0.18,0.22,0.42,2.57,0.15,0.23,0.42,3.05,234533181
0.17,0.21,0.42,2.57,0.15,0.23,0.42,3.05,234544284
0.17,0.21,0.42,2.59,0.15,0.23,0.42,3.04,234555387
0.18,0.21,0.42,2.59,0.15,0.23,0.42,3.05,234566491
0.18,0.21,0.42,2.6,0.15,0.24,0.42,3.04,234577594
0.18,0.2,0.42,2.58,0.15,0.24,0.42,3.04,234588697
0.18,0.21,0.42,2.58,0.15,0.24,0.42,3.04,234599800
0.17,0.21,0.42,2.55,0.15,0.23,0.42,3.04,234610903
0.17,0.22,0.42,2.58,0.15,0.23,0.42,3.05,234622006
0.17,0.22,0.42,2.57,0.15,0.23,0.42,3.03,234633109
0.17,0.23,0.42,2.59,0.14,0.23,0.42,3.03,234644212
0.18,0.22,0.42,2.59,0.15,0.23,0.42,3.02,234655316
0.19,0.23,0.42,2.59,0.17,0.23,0.42,3.02,234666419
0.21,0.22,0.42,2.58,0.19,0.24,0.42,3.01,234677522
0.23,0.22,0.42,2.59,0.2,0.25,0.42,3.01,234688625
0.23,0.22,0.42,2.6,0.2,0.25,0.42,3.01,234699728
0.22,0.22,0.42,2.6,0.2,0.25,0.42,3.01,234710831
0.22,0.2,0.42,2.57,0.2,0.25,0.42,3.01,234721934
0.22,0.2,0.42,2.58,0.2,0.25,0.42,3.01,234733037
0.22,0.2,0.42,2.55,0.2,0.24,0.42,3.01,234744141
0.22,0.2,0.42,2.57,0.19,0.24,0.42,3.01,234755244
0.22,0.2,0.42,2.56,0.19,0.24,0.42,3.01,234766347
0.22,0.22,0.42,2.57,0.19,0.24,0.42,3,234777450
0.22,0.21,0.42,2.56,0.19,0.24,0.42,3,234788553
0.22,0.21,0.42,2.57,0.2,0.24,0.42,3,234799656
0.23,0.22,0.42,2.57,0.2,0.24,0.42,2.99,234810759
0.23,0.23,0.42,2.57,0.2,0.25,0.42,2.99,234821862
0.23,0.23,0.42,2.57,0.2,0.24,0.42,2.99,234832966
0.23,0.22,0.42,2.57,0.2,0.25,0.42,3,234844069
0.23,0.22,0.42,2.57,0.2,0.25,0.42,2.99,234855172
0.22,0.21,0.42,2.56,0.2,0.25,0.42,2.99,234866275
0.22,0.2,0.42,2.55,0.2,0.25,0.42,2.99,234877378
0.22,0.2,0.42,2.55,0.2,0.25,0.42,2.99,234888481
0.22,0.2,0.42,2.56,0.2,0.24,0.42,2.97,234899584
0.21,0.19,0.42,2.54,0.2,0.24,0.42,2.98,234910687
0.22,0.19,0.42,2.52,0.2,0.24,0.42,2.99,234921791
0.22,0.2,0.42,2.52,0.19,0.25,0.42,2.99,234932894
0.21,0.21,0.42,2.53,0.2,0.25,0.42,2.98,234943997
0.22,0.22,0.42,2.55,0.2,0.25,0.42,2.97,234955100
0.22,0.21,0.42,2.55,0.2,0.23,0.42,2.97,234966203
0.23,0.21,0.42,2.55,0.2,0.24,0.42,2.97,234977306
0.23,0.21,0.42,2.56,0.2,0.24,0.42,2.97,234988409
0.23,0.21,0.42,2.57,0.19,0.24,0.42,2.98,234999512
0.23,0.21,0.42,2.59,0.2,0.24,0.42,2.97,235010616
0.22,0.21,0.42,2.57,0.2,0.24,0.42,2.98,235021719
0.22,0.21,0.42,2.57,0.2,0.24,0.42,2.98,235032822
0.22,0.2,0.42,2.55,0.2,0.24,0.42,2.97,235043925
0.22,0.21,0.42,2.57,0.2,0.23,0.42,2.98,235055028
0.21,0.2,0.42,2.56,0.19,0.24,0.42,2.99,235066131
0.22,0.2,0.42,2.56,0.19,0.24,0.42,3,235077234
0.22,0.19,0.42,2.56,0.19,0.24,0.42,2.99,235088337
0.22,0.21,0.42,2.56,0.19,0.23,0.42,2.99,235099441
0.22,0.21,0.42,2.55,0.19,0.24,0.42,2.99,235110544
0.23,0.21,0.42,2.56,0.2,0.24,0.42,3,235121647
0.23,0.2,0.42,2.56,0.21,0.24,0.42,3,235132750
0.25,0.21,0.42,2.58,0.23,0.25,0.42,3,235143853
0.26,0.22,0.42,2.59,0.24,0.26,0.42,3,235154956
0.26,0.22,0.42,2.58,0.23,0.26,0.42,2.99,235166059
0.26,0.2,0.42,2.58,0.23,0.27,0.42,3,235177162
0.27,0.21,0.42,2.58,0.23,0.26,0.42,3,235188266
0.27,0.21,0.42,2.58,0.24,0.26,0.42,3,235199369
0.27,0.22,0.42,2.56,0.23,0.26,0.42,3,235210472
0.26,0.21,0.42,2.56,0.23,0.26,0.42,3,235221575
0.27,0.21,0.42,2.56,0.24,0.26,0.42,3.01,235232678
0.26,0.21,0.42,2.57,0.23,0.25,0.42,3.02,235243781
0.26,0.21,0.42,2.56,0.23,0.25,0.42,3.02,235254884
0.27,0.23,0.42,2.6,0.23,0.24,0.42,3.02,235265987
0.27,0.22,0.42,2.59,0.23,0.24,0.42,3.02,235277091
0.27,0.2,0.42,2.57,0.23,0.24,0.42,3.02,235288194
0.26,0.18,0.42,2.54,0.23,0.25,0.42,3.01,235299297
0.26,0.19,0.42,2.55,0.24,0.25,0.42,3.01,235310400
0.26,0.21,0.42,2.58,0.24,0.25,0.42,3.01,235321503
0.27,0.22,0.42,2.59,0.24,0.25,0.42,3.02,235332606
0.27,0.21,0.42,2.59,0.23,0.24,0.42,3.02,235343709
0.26,0.2,0.42,2.57,0.23,0.24,0.42,3.02,235354812
0.26,0.19,0.42,2.55,0.24,0.24,0.42,3.02,235365916
0.26,0.21,0.42,2.55,0.24,0.24,0.42,3.02,235377019
0.26,0.22,0.42,2.57,0.24,0.24,0.42,3.02,235388122
0.26,0.21,0.42,2.56,0.24,0.23,0.42,3.01,235399225
0.27,0.21,0.42,2.56,0.24,0.24,0.42,3.02,235410328
0.26,0.2,0.42,2.55,0.24,0.25,0.43,3.02,235421431
0.26,0.21,0.42,2.57,0.24,0.25,0.43,3.02,235432534
0.25,0.2,0.42,2.56,0.24,0.25,0.43,3.01,235443637
0.25,0.19,0.42,2.55,0.24,0.25,0.43,3.02,235454741
0.26,0.19,0.42,2.56,0.24,0.24,0.43,3.03,235465844
0.26,0.19,0.42,2.55,0.24,0.24,0.43,3.02,235476947
0.27,0.21,0.42,2.57,0.24,0.25,0.43,3.02,235488050
0.26,0.2,0.42,2.56,0.23,0.25,0.43,3.02,235499153
0.25,0.2,0.42,2.55,0.23,0.25,0.43,3.02,235510256
0.24,0.18,0.42,2.51,0.23,0.24,0.42,3.02,235521359
0.25,0.18,0.42,2.53,0.23,0.24,0.42,3.03,235532462
0.25,0.19,0.42,2.56,0.24,0.24,0.42,3.04,235543566
0.26,0.21,0.42,2.6,0.24,0.25,0.42,3.03,235554669
0.26,0.21,0.42,2.6,0.24,0.25,0.42,3.03,235565772
0.28,0.21,0.42,2.58,0.25,0.26,0.42,3.04,235576875
0.3,0.2,0.42,2.54,0.27,0.25,0.42,3.04,235587978
0.31,0.21,0.42,2.56,0.28,0.26,0.42,3.04,235599081
0.31,0.2,0.42,2.56,0.28,0.27,0.42,3.04,235610184
0.3,0.2,0.42,2.57,0.27,0.27,0.43,3.04,235621287
0.3,0.19,0.42,2.57,0.27,0.27,0.43,3.04,235632391
0.3,0.2,0.42,2.57,0.28,0.26,0.42,3.03,235643494
0.3,0.2,0.42,2.57,0.28,0.27,0.42,3.04,235654597
0.3,0.2,0.42,2.59,0.28,0.25,0.42,3.04,235665700
0.3,0.2,0.42,2.58,0.27,0.26,0.42,3.05,235676803
0.3,0.2,0.42,2.58,0.28,0.26,0.42,3.04,235687906
0.3,0.19,0.42,2.56,0.28,0.25,0.42,3.04,235699009
0.31,0.2,0.42,2.56,0.27,0.25,0.42,3.04,235710112
0.31,0.2,0.42,2.55,0.27,0.25,0.42,3.03,235721216
0.31,0.2,0.42,2.55,0.27,0.27,0.42,3.03,235732319
0.31,0.21,0.42,2.56,0.27,0.26,0.42,3.02,235743422
0.31,0.22,0.42,2.56,0.27,0.26,0.42,3.03,235754525
0.31,0.22,0.42,2.56,0.27,0.26,0.42,3.03,235765628
0.3,0.22,0.42,2.55,0.27,0.27,0.42,3.03,235776731
0.3,0.22,0.42,2.55,0.27,0.27,0.42,3.02,235787834
0.3,0.21,0.42,2.54,0.27,0.26,0.42,3.02,235798937
0.3,0.21,0.42,2.54,0.27,0.26,0.42,3.02,235810041
0.31,0.21,0.42,2.55,0.27,0.27,0.42,3.03,235821144
0.3,0.21,0.42,2.56,0.27,0.26,0.42,3.03,235832247
0.31,0.2,0.42,2.55,0.27,0.27,0.42,3.03,235843350
0.3,0.19,0.42,2.51,0.27,0.27,0.42,3.02,235854453
0.3,0.19,0.42,2.51,0.28,0.27,0.42,3.02,235865556
0.3,0.2,0.42,2.52,0.28,0.26,0.42,3.02,235876659
0.31,0.21,0.42,2.56,0.27,0.26,0.42,3.02,235887762
0.31,0.2,0.42,2.55,0.27,0.26,0.42,3.01,235898866
0.3,0.2,0.42,2.54,0.27,0.27,0.42,3,235909969
0.31,0.2,0.42,2.54,0.28,0.27,0.42,3,235921072
0.32,0.22,0.42,2.57,0.3,0.26,0.42,3,235932175
0.34,0.21,0.42,2.58,0.31,0.25,0.42,2.99,235943278
0.35,0.21,0.42,2.59,0.32,0.25,0.42,3,235954381
0.35,0.21,0.42,2.58,0.32,0.25,0.42,3,235965484
0.36,0.19,0.42,2.56,0.32,0.25,0.42,3,235976587
0.36,0.18,0.42,2.53,0.33,0.25,0.42,3.01,235987691
0.36,0.19,0.42,2.53,0.33,0.24,0.42,3.01,235998794
0.36,0.19,0.42,2.53,0.33,0.24,0.42,3,236009897
0.37,0.2,0.42,2.54,0.33,0.24,0.42,3,236021000
0.36,0.19,0.42,2.55,0.32,0.24,0.42,2.99,236032103
0.36,0.28,0.42,2.67,0.32,0.25,0.42,2.99,236043206
0.36,0.27,0.42,2.68,0.32,0.25,0.42,2.98,236054309
0.36,0.27,0.42,2.67,0.33,0.26,0.42,2.99,236065412
0.35,0.2,0.42,2.56,0.33,0.26,0.42,2.99,236076516
0.35,0.22,0.42,2.57,0.32,0.25,0.42,3,236087619
0.35,0.23,0.42,2.58,0.33,0.25,0.42,3,236098722
0.38,0.3,0.42,2.71,0.32,0.24,0.42,3,236109825
0.38,0.29,0.42,2.68,0.32,0.24,0.42,3,236120928
0.37,0.28,0.42,2.66,0.32,0.23,0.42,3,236132031
0.35,0.19,0.42,2.53,0.32,0.24,0.42,3,236143134
0.34,0.19,0.42,2.54,0.32,0.23,0.42,3,236154237
0.35,0.2,0.42,2.58,0.32,0.24,0.42,3.01,236165341
0.35,0.21,0.42,2.58,0.33,0.24,0.42,3,236176444
0.36,0.21,0.42,2.59,0.32,0.24,0.42,3,236187547
0.35,0.19,0.42,2.54,0.32,0.23,0.42,3,236198650
0.36,0.26,0.42,2.66,0.32,0.23,0.42,3,236209753
0.36,0.25,0.42,2.66,0.32,0.23,0.42,2.99,236220856
0.36,0.27,0.42,2.68,0.32,0.23,0.42,2.98,236231959
0.37,0.24,0.42,2.65,0.32,0.23,0.42,2.98,236243062
0.37,0.25,0.42,2.66,0.32,0.23,0.42,3,236254166
0.37,0.26,0.42,2.68,0.32,0.23,0.42,2.99,236265269
0.38,0.32,0.42,2.8,0.33,0.24,0.42,2.99,236276372
0.38,0.33,0.42,2.81,0.32,0.25,0.42,2.99,236287475
0.38,0.34,0.42,2.82,0.32,0.25,0.42,2.99,236298578
0.36,0.26,0.42,2.68,0.32,0.24,0.42,2.99,236309681
0.37,0.25,0.42,2.66,0.32,0.23,0.42,2.99,236320784
0.36,0.23,0.42,2.63,0.32,0.23,0.42,2.99,236331887
0.38,0.27,0.42,2.72,0.34,0.23,0.42,2.99,236342991
0.39,0.27,0.42,2.7,0.35,0.23,0.42,3,236354094
0.4,0.27,0.42,2.7,0.36,0.24,0.42,3,236365197
0.4,0.18,0.42,2.56,0.36,0.24,0.42,2.99,236376300
0.4,0.19,0.42,2.56,0.36,0.24,0.42,2.99,236387403
0.41,0.19,0.42,2.58,0.36,0.24,0.42,2.99,236398506
0.42,0.27,0.42,2.69,0.36,0.23,0.42,2.99,236409609
0.42,0.28,0.42,2.68,0.36,0.24,0.42,2.98,236420712
0.42,0.27,0.42,2.67,0.36,0.23,0.42,2.99,236431816
0.42,0.3,0.42,2.72,0.36,0.24,0.42,2.99,236442919
0.43,0.29,0.42,2.73,0.36,0.24,0.42,3,236454022
0.43,0.29,0.42,2.73,0.36,0.25,0.42,3,236465125
0.43,0.3,0.42,2.74,0.36,0.25,0.42,3,236476228
0.43,0.3,0.42,2.73,0.36,0.25,0.42,3,236487331
0.43,0.3,0.42,2.74,0.36,0.26,0.42,2.98,236498434
0.42,0.29,0.42,2.72,0.36,0.26,0.42,2.99,236509537
0.43,0.3,0.42,2.74,0.36,0.26,0.42,2.98,236520641
0.43,0.3,0.42,2.74,0.36,0.26,0.42,2.99,236531744
0.42,0.3,0.42,2.72,0.37,0.26,0.42,2.98,236542847
0.42,0.3,0.42,2.71,0.37,0.26,0.42,2.98,236553950
0.42,0.3,0.42,2.71,0.37,0.27,0.42,2.97,236565053
0.42,0.3,0.42,2.71,0.36,0.27,0.42,2.97,236576156
0.42,0.3,0.42,2.69,0.36,0.26,0.42,2.97,236587259
0.42,0.29,0.42,2.7,0.36,0.26,0.42,2.96,236598362
0.4,0.21,0.42,2.56,0.36,0.26,0.42,2.95,236609466
0.4,0.2,0.42,2.56,0.36,0.26,0.42,2.95,236620569
0.4,0.21,0.42,2.56,0.37,0.26,0.42,2.95,236631672
0.4,0.19,0.42,2.55,0.37,0.25,0.42,2.94,236642775
0.4,0.19,0.42,2.53,0.37,0.26,0.42,2.95,236653878
0.4,0.2,0.42,2.54,0.37,0.26,0.42,2.95,236664981
0.4,0.2,0.42,2.54,0.37,0.26,0.42,2.95,236676084
0.39,0.21,0.42,2.54,0.37,0.26,0.42,2.94,236687187
0.39,0.21,0.42,2.54,0.37,0.26,0.42,2.94,236698291
0.4,0.2,0.42,2.53,0.37,0.26,0.42,2.95,236709394
0.4,0.2,0.42,2.53,0.37,0.26,0.42,2.96,236720497
0.4,0.19,0.42,2.53,0.36,0.27,0.42,2.96,236731600
0.4,0.2,0.42,2.54,0.36,0.27,0.42,2.95,236742703
0.4,0.2,0.42,2.54,0.37,0.28,0.42,2.94,236753806
0.41,0.21,0.42,2.54,0.37,0.28,0.42,2.95,236764909
0.41,0.21,0.42,2.54,0.37,0.28,0.42,2.95,236776012
0.41,0.21,0.42,2.53,0.37,0.28,0.42,2.96,236787116
0.4,0.21,0.41,2.54,0.37,0.27,0.42,2.96,236798219
0.41,0.27,0.41,2.64,0.37,0.28,0.42,2.96,236809322
0.41,0.27,0.41,2.64,0.38,0.28,0.42,2.96,236820425
0.43,0.27,0.41,2.66,0.4,0.26,0.42,2.96,236831528
0.45,0.21,0.41,2.5,0.44,0.23,0.41,2.95,236842631
0.51,0.18,0.41,2.49,0.51,0.21,0.42,2.94,236853734
0.54,0.16,0.41,2.48,0.57,0.19,0.42,2.95,236864837
0.56,0.15,0.42,2.4,0.59,0.17,0.42,2.93,236875941
0.56,0.14,0.42,2.37,0.59,0.16,0.42,2.93,236887044
0.56,0.15,0.42,2.38,0.59,0.16,0.42,2.93,236898147
0.59,0.15,0.42,2.45,0.59,0.16,0.42,2.93,236909250
0.59,0.16,0.42,2.47,0.59,0.17,0.42,2.93,236920353
0.59,0.15,0.42,2.46,0.59,0.17,0.42,2.93,236931456
0.56,0.16,0.42,2.4,0.59,0.17,0.42,2.93,236942559
0.56,0.16,0.42,2.41,0.59,0.17,0.42,2.94,236953662
0.56,0.16,0.42,2.42,0.59,0.17,0.42,2.94,236964766
0.57,0.17,0.42,2.42,0.59,0.17,0.42,2.94,236975869
0.58,0.16,0.42,2.4,0.59,0.16,0.42,2.94,236986972
0.58,0.17,0.42,2.42,0.59,0.16,0.42,2.94,236998075
0.59,0.15,0.42,2.45,0.59,0.17,0.42,2.94,237009178
0.58,0.15,0.42,2.45,0.59,0.17,0.42,2.93,237020281
0.58,0.13,0.42,2.41,0.59,0.17,0.42,2.94,237031384
0.56,0.14,0.42,2.37,0.59,0.17,0.42,2.94,237042487
0.55,0.16,0.42,2.39,0.59,0.17,0.42,2.94,237053591
0.56,0.18,0.42,2.41,0.59,0.16,0.42,2.94,237064694
0.59,0.16,0.42,2.49,0.59,0.17,0.42,2.93,237075797
0.6,0.15,0.42,2.49,0.59,0.17,0.42,2.93,237086900
0.6,0.14,0.42,2.47,0.59,0.18,0.42,2.94,237098003
0.62,0.15,0.41,2.51,0.59,0.19,0.42,2.95,237109106
0.63,0.15,0.41,2.53,0.6,0.2,0.42,2.95,237120209
0.63,0.16,0.41,2.53,0.6,0.22,0.42,2.95,237131312
0.63,0.13,0.41,2.5,0.6,0.22,0.42,2.95,237142416
0.62,0.15,0.42,2.5,0.6,0.23,0.42,2.96,237153519
0.62,0.16,0.42,2.52,0.6,0.23,0.42,2.96,237164622
0.6,0.19,0.42,2.48,0.6,0.22,0.42,2.96,237175725
0.6,0.19,0.41,2.48,0.6,0.22,0.42,2.96,237186828
0.6,0.18,0.41,2.48,0.6,0.21,0.42,2.96,237197931
0.57,0.17,0.41,2.39,0.59,0.21,0.42,2.95,237209034
0.58,0.18,0.41,2.39,0.59,0.21,0.42,2.96,237220137
0.58,0.18,0.41,2.41,0.59,0.21,0.42,2.96,237231241
0.59,0.19,0.41,2.48,0.6,0.22,0.42,2.96,237242344
0.6,0.18,0.41,2.49,0.6,0.22,0.42,2.96,237253447
0.6,0.18,0.41,2.48,0.6,0.22,0.41,2.97,237264550
0.59,0.17,0.41,2.46,0.6,0.22,0.41,2.97,237275653
0.59,0.18,0.41,2.46,0.6,0.22,0.41,2.98,237286756
0.59,0.18,0.41,2.45,0.6,0.23,0.41,2.99,237297859
0.58,0.19,0.41,2.46,0.6,0.23,0.41,3,237308962
0.58,0.19,0.41,2.47,0.6,0.22,0.41,3,237320066
0.58,0.2,0.41,2.48,0.6,0.22,0.41,3.01,237331169
0.58,0.19,0.41,2.48,0.6,0.22,0.41,3.01,237342272
0.58,0.21,0.41,2.5,0.6,0.22,0.41,3.02,237353375
0.58,0.21,0.41,2.51,0.6,0.22,0.41,3.02,237364478
0.6,0.21,0.41,2.54,0.6,0.22,0.41,3.01,237375581
0.6,0.19,0.41,2.52,0.6,0.22,0.41,3.02,237386684
0.6,0.2,0.41,2.51,0.6,0.23,0.41,3.02,237397787
0.58,0.2,0.41,2.48,0.6,0.23,0.41,3.03,237408891
0.58,0.19,0.41,2.49,0.6,0.24,0.41,3.02,237419994
0.59,0.18,0.41,2.5,0.59,0.24,0.41,3.01,237431097
0.62,0.19,0.41,2.6,0.59,0.24,0.41,3.01,237442200
0.62,0.21,0.41,2.6,0.59,0.24,0.41,3.02,237453303
0.61,0.21,0.41,2.57,0.6,0.24,0.41,3.03,237464406
0.61,0.21,0.41,2.53,0.6,0.23,0.41,3.03,237475509
0.61,0.21,0.41,2.53,0.6,0.22,0.41,3.02,237486612
0.61,0.22,0.41,2.52,0.6,0.23,0.41,3.01,237497716
0.58,0.21,0.41,2.45,0.59,0.24,0.41,3.01,237508819
0.58,0.21,0.41,2.44,0.6,0.24,0.41,3.01,237519922
0.58,0.21,0.41,2.44,0.6,0.24,0.41,3.01,237531025
0.62,0.21,0.41,2.53,0.6,0.24,0.41,3.01,237542128
0.61,0.22,0.41,2.59,0.59,0.24,0.41,3.01,237553231
0.61,0.22,0.41,2.58,0.6,0.23,0.41,3.01,237564334
0.61,0.21,0.41,2.6,0.6,0.23,0.41,3.01,237575437
0.62,0.19,0.41,2.54,0.6,0.23,0.41,3,237586541
0.62,0.19,0.41,2.55,0.6,0.23,0.41,3,237597644
0.62,0.19,0.41,2.54,0.6,0.23,0.41,2.99,237608747
0.62,0.18,0.41,2.55,0.61,0.23,0.41,3,237619850
0.62,0.18,0.41,2.56,0.61,0.24,0.41,2.99,237630953
0.59,0.19,0.41,2.48,0.61,0.23,0.41,3,237642056
0.59,0.18,0.41,2.45,0.6,0.23,0.41,3,237653159
0.59,0.19,0.41,2.45,0.61,0.24,0.41,3.01,237664262
0.62,0.18,0.41,2.5,0.61,0.24,0.41,3,237675366
0.62,0.2,0.41,2.52,0.61,0.24,0.41,3,237686469
0.62,0.19,0.41,2.52,0.61,0.24,0.41,2.98,237697572
0.59,0.19,0.41,2.46,0.61,0.24,0.41,2.98,237708675
0.59,0.22,0.41,2.5,0.61,0.25,0.41,2.97,237719778
0.6,0.22,0.41,2.48,0.61,0.24,0.41,2.97,237730881
0.63,0.22,0.41,2.53,0.6,0.25,0.41,2.96,237741984
0.62,0.19,0.41,2.48,0.6,0.24,0.41,2.97,237753087
0.62,0.19,0.41,2.48,0.6,0.25,0.41,2.96,237764191
0.6,0.19,0.41,2.45,0.6,0.25,0.41,2.96,237775294
0.6,0.2,0.41,2.47,0.6,0.24,0.41,2.95,237786397
0.6,0.22,0.41,2.49,0.6,0.25,0.41,2.95,237797500
0.61,0.23,0.41,2.54,0.6,0.27,0.41,2.96,237808603
0.6,0.26,0.41,2.55,0.6,0.29,0.41,2.96,237819706
0.6,0.27,0.41,2.54,0.6,0.3,0.41,2.96,237830809
0.61,0.27,0.41,2.53,0.6,0.31,0.41,2.97,237841912
0.61,0.25,0.41,2.51,0.6,0.31,0.41,2.97,237853016
0.61,0.25,0.41,2.52,0.6,0.32,0.41,2.98,237864119
0.61,0.25,0.41,2.5,0.6,0.32,0.41,2.97,237875222
0.61,0.27,0.41,2.53,0.6,0.32,0.41,2.96,237886325
0.6,0.26,0.41,2.53,0.6,0.31,0.41,2.94,237897428
0.61,0.26,0.41,2.55,0.6,0.31,0.41,2.95,237908531
0.61,0.24,0.41,2.51,0.6,0.31,0.41,2.96,237919634
0.62,0.24,0.41,2.5,0.6,0.32,0.41,2.97,237930737
0.58,0.25,0.41,2.41,0.6,0.31,0.41,2.96,237941841
0.58,0.24,0.41,2.39,0.6,0.31,0.41,2.95,237952944
0.58,0.24,0.41,2.37,0.6,0.31,0.41,2.95,237964047
0.59,0.23,0.41,2.38,0.6,0.32,0.41,2.94,237975150
0.59,0.25,0.41,2.41,0.6,0.31,0.41,2.94,237986253
0.59,0.27,0.41,2.45,0.6,0.31,0.41,2.93,237997356
0.6,0.27,0.41,2.48,0.6,0.31,0.41,2.92,238008459
0.6,0.26,0.41,2.46,0.6,0.32,0.41,2.92,238019562
0.6,0.24,0.41,2.43,0.6,0.32,0.41,2.91,238030666
0.63,0.24,0.41,2.48,0.6,0.33,0.41,2.91,238041769
0.62,0.24,0.41,2.49,0.6,0.33,0.41,2.9,238052872
0.62,0.25,0.41,2.5,0.6,0.34,0.41,2.91,238063975
0.55,0.22,0.41,2.25,0.6,0.34,0.41,2.91,238075078
0.54,0.21,0.41,2.24,0.6,0.33,0.41,2.92,238086181
0.55,0.21,0.41,2.23,0.6,0.32,0.41,2.91,238097284
0.61,0.25,0.41,2.5,0.6,0.32,0.41,2.92,238108387
0.62,0.25,0.41,2.51,0.6,0.32,0.41,2.92,238119491
0.62,0.26,0.41,2.52,0.6,0.32,0.41,2.93,238130594
0.59,0.25,0.41,2.39,0.61,0.32,0.41,2.93,238141697
0.59,0.26,0.41,2.4,0.6,0.31,0.41,2.92,238152800
0.59,0.27,0.41,2.39,0.6,0.31,0.41,2.92,238163903
0.62,0.27,0.41,2.53,0.6,0.31,0.41,2.93,238175006
0.62,0.27,0.41,2.54,0.6,0.31,0.41,2.94,238186109
0.62,0.26,0.41,2.54,0.6,0.32,0.41,2.94,238197212
0.56,0.28,0.41,2.37,0.6,0.33,0.41,2.94,238208316
0.56,0.27,0.41,2.37,0.6,0.34,0.41,2.95,238219419
