Left X , Left Y , Left Z , Left Diameter , Right X , Right Y , Right Z , Right Diameter ,TimeStamp
0.56,0.27,0.41,2.38,0.6,0.34,0.41,2.95,238230522
0.59,0.27,0.41,2.49,0.6,0.34,0.41,2.94,238241625
0.6,0.27,0.41,2.47,0.6,0.34,0.41,2.95,238252728
0.59,0.27,0.41,2.47,0.6,0.34,0.41,2.95,238263831
0.57,0.26,0.41,2.37,0.6,0.34,0.41,2.96,238274934
0.58,0.28,0.41,2.35,0.6,0.36,0.41,2.95,238286037
0.57,0.3,0.41,2.34,0.61,0.38,0.41,2.95,238297141
0.58,0.3,0.41,2.36,0.61,0.4,0.41,2.95,238308244
0.58,0.3,0.41,2.38,0.61,0.39,0.41,2.97,238319347
0.58,0.31,0.41,2.4,0.6,0.39,0.41,2.96,238330450
0.59,0.32,0.41,2.44,0.6,0.38,0.41,2.96,238341553
0.59,0.33,0.41,2.45,0.61,0.38,0.41,2.96,238352656
0.6,0.33,0.41,2.44,0.61,0.4,0.41,2.96,238363759
0.63,0.35,0.41,2.55,0.6,0.4,0.41,2.96,238374862
0.62,0.34,0.41,2.55,0.6,0.41,0.41,2.98,238385966
0.62,0.35,0.41,2.56,0.6,0.41,0.41,2.99,238397069
0.59,0.33,0.41,2.44,0.6,0.42,0.41,3,238408172
0.59,0.32,0.41,2.42,0.61,0.42,0.41,2.99,238419275
0.59,0.31,0.41,2.41,0.6,0.41,0.41,2.98,238430378
0.61,0.34,0.41,2.53,0.6,0.41,0.41,2.98,238441481
0.61,0.35,0.41,2.55,0.6,0.42,0.41,2.99,238452584
0.61,0.35,0.41,2.55,0.61,0.41,0.41,2.99,238463687
0.56,0.29,0.41,2.31,0.61,0.41,0.41,2.99,238474791
0.56,0.28,0.41,2.32,0.6,0.4,0.41,2.98,238485894
0.55,0.28,0.41,2.33,0.6,0.4,0.41,2.99,238496997
0.59,0.33,0.41,2.47,0.6,0.4,0.41,3,238508100
0.58,0.33,0.41,2.48,0.6,0.4,0.41,3,238519203
0.59,0.34,0.41,2.49,0.6,0.41,0.41,3.01,238530306
0.61,0.34,0.41,2.55,0.6,0.41,0.41,3,238541409
0.62,0.33,0.41,2.51,0.6,0.41,0.41,3,238552512
0.61,0.32,0.41,2.5,0.6,0.42,0.41,3,238563616
0.59,0.32,0.41,2.43,0.6,0.42,0.41,3.01,238574719
0.59,0.33,0.41,2.46,0.6,0.42,0.41,3.02,238585822
0.6,0.34,0.41,2.49,0.6,0.41,0.41,3.02,238596925
0.63,0.34,0.41,2.58,0.6,0.41,0.41,3.01,238608028
0.62,0.35,0.41,2.6,0.6,0.4,0.41,3,238619131
0.61,0.35,0.41,2.59,0.6,0.4,0.41,3.01,238630234
0.61,0.35,0.41,2.59,0.6,0.39,0.41,3.01,238641337
0.62,0.36,0.41,2.59,0.6,0.38,0.41,3.01,238652441
0.62,0.36,0.41,2.6,0.6,0.39,0.41,3.02,238663544
0.61,0.36,0.41,2.58,0.6,0.4,0.41,3.02,238674647
0.61,0.35,0.41,2.56,0.6,0.39,0.41,3.03,238685750
0.61,0.34,0.41,2.55,0.6,0.39,0.41,3.03,238696853
0.6,0.35,0.41,2.52,0.6,0.39,0.41,3.03,238707956
0.61,0.33,0.41,2.52,0.6,0.4,0.41,3.03,238719059
0.61,0.33,0.41,2.53,0.6,0.4,0.41,3.03,238730162
0.62,0.33,0.41,2.57,0.6,0.41,0.41,3.03,238741266
0.62,0.35,0.41,2.59,0.6,0.42,0.41,3.04,238752369
0.61,0.35,0.41,2.57,0.6,0.42,0.41,3.05,238763472
0.59,0.36,0.41,2.55,0.6,0.43,0.41,3.05,238774575
0.6,0.35,0.41,2.54,0.6,0.41,0.41,3.05,238785678
0.6,0.35,0.41,2.56,0.6,0.42,0.41,3.05,238796781
0.62,0.35,0.41,2.61,0.6,0.41,0.41,3.05,238807884
0.62,0.35,0.41,2.62,0.6,0.42,0.41,3.06,238818987
0.62,0.35,0.41,2.61,0.6,0.42,0.41,3.05,238830091
0.62,0.35,0.41,2.62,0.6,0.42,0.41,3.05,238841194
0.62,0.35,0.41,2.62,0.6,0.42,0.41,3.05,238852297
0.62,0.34,0.41,2.62,0.6,0.42,0.41,3.06,238863400
0.61,0.36,0.41,2.61,0.6,0.43,0.41,3.07,238874503
0.62,0.38,0.41,2.58,0.6,0.45,0.41,3.06,238885606
0.62,0.4,0.41,2.59,0.59,0.46,0.41,3.07,238896709
0.63,0.42,0.41,2.57,0.6,0.47,0.41,3.07,238907812
0.63,0.44,0.41,2.58,0.6,0.47,0.41,3.06,238918916
0.62,0.43,0.41,2.53,0.6,0.47,0.41,3.06,238930019
0.61,0.42,0.41,2.55,0.6,0.47,0.41,3.07,238941122
0.61,0.41,0.41,2.55,0.6,0.47,0.41,3.07,238952225
0.61,0.42,0.41,2.57,0.6,0.48,0.41,3.06,238963328
0.59,0.37,0.41,2.44,0.6,0.48,0.41,3.06,238974431
0.59,0.38,0.41,2.46,0.6,0.47,0.41,3.05,238985534
0.59,0.37,0.41,2.46,0.6,0.48,0.41,3.05,238996637
0.61,0.4,0.41,2.6,0.6,0.47,0.41,3.04,239007741
0.61,0.4,0.41,2.58,0.6,0.47,0.41,3.05,239018844
0.61,0.4,0.41,2.57,0.6,0.47,0.41,3.05,239029947
0.61,0.4,0.41,2.58,0.6,0.48,0.41,3.06,239041050
0.62,0.4,0.41,2.59,0.6,0.48,0.41,3.06,239052153
0.62,0.41,0.41,2.6,0.6,0.46,0.41,3.05,239063256
0.62,0.41,0.41,2.6,0.6,0.47,0.41,3.04,239074359
0.62,0.42,0.41,2.6,0.6,0.47,0.41,3.03,239085462
0.61,0.41,0.41,2.59,0.6,0.47,0.41,3.04,239096566
0.61,0.43,0.41,2.57,0.61,0.47,0.41,3.04,239107669
0.62,0.42,0.41,2.56,0.6,0.47,0.41,3.04,239118772
0.62,0.42,0.41,2.56,0.61,0.48,0.41,3.04,239129875
0.58,0.39,0.41,2.48,0.61,0.47,0.41,3.04,239140978
0.58,0.39,0.41,2.48,0.61,0.47,0.41,3.04,239152081
0.58,0.39,0.41,2.48,0.6,0.47,0.41,3.04,239163184
0.61,0.41,0.41,2.58,0.6,0.48,0.41,3.04,239174287
0.62,0.4,0.41,2.59,0.6,0.48,0.41,3.05,239185391
0.61,0.41,0.41,2.61,0.6,0.48,0.41,3.04,239196494
0.58,0.37,0.41,2.44,0.6,0.47,0.41,3.03,239207597
0.57,0.39,0.41,2.39,0.6,0.48,0.41,3.03,239218700
0.57,0.39,0.41,2.37,0.6,0.51,0.41,3.02,239229803
0.6,0.44,0.41,2.52,0.6,0.52,0.41,3.03,239240906
0.62,0.45,0.41,2.55,0.6,0.53,0.41,3.03,239252009
0.62,0.47,0.41,2.57,0.6,0.52,0.41,3.03,239263112
0.62,0.46,0.41,2.56,0.6,0.53,0.41,3.04,239274216
0.63,0.46,0.41,2.55,0.6,0.52,0.41,3.03,239285319
0.63,0.46,0.41,2.55,0.6,0.53,0.41,3.04,239296422
0.64,0.5,0.41,2.56,0.6,0.54,0.41,3.03,239307525
0.63,0.5,0.41,2.55,0.6,0.54,0.41,3.03,239318628
0.63,0.48,0.41,2.51,0.6,0.54,0.41,3.03,239329731
0.63,0.48,0.41,2.51,0.6,0.54,0.41,3.03,239340834
0.63,0.47,0.41,2.5,0.6,0.54,0.41,3.05,239351937
0.63,0.47,0.41,2.51,0.6,0.54,0.41,3.04,239363041
0.62,0.45,0.41,2.51,0.6,0.54,0.41,3.03,239374144
0.61,0.45,0.41,2.51,0.6,0.55,0.41,3.03,239385247
0.61,0.45,0.41,2.51,0.61,0.55,0.41,3.04,239396350
0.62,0.46,0.41,2.52,0.6,0.56,0.41,3.05,239407453
0.62,0.47,0.41,2.52,0.6,0.56,0.41,3.04,239418556
0.62,0.47,0.41,2.53,0.6,0.56,0.41,3.03,239429659
0.62,0.56,0.41,2.68,0.6,0.56,0.41,3.03,239440762
0.62,0.56,0.41,2.68,0.61,0.55,0.41,3.03,239451866
0.62,0.56,0.41,2.67,0.61,0.56,0.41,3.02,239462969
0.62,0.46,0.41,2.5,0.61,0.55,0.41,3.01,239474072
0.62,0.45,0.41,2.49,0.61,0.55,0.41,3.02,239485175
0.63,0.45,0.41,2.49,0.6,0.55,0.41,3.02,239496278
0.62,0.54,0.41,2.65,0.61,0.55,0.41,3.02,239507381
0.62,0.58,0.41,2.82,0.61,0.56,0.41,3.01,239518484
0.62,0.59,0.41,2.83,0.61,0.56,0.41,3,239529587
0.64,0.52,0.41,2.7,0.61,0.56,0.41,3,239540691
0.63,0.5,0.41,2.5,0.61,0.57,0.41,3,239551794
0.63,0.49,0.41,2.5,0.61,0.56,0.41,3,239562897
0.62,0.51,0.41,2.57,0.61,0.55,0.41,2.99,239574000
0.62,0.5,0.41,2.58,0.61,0.55,0.41,2.99,239585103
0.62,0.51,0.41,2.59,0.61,0.55,0.41,2.97,239596206
0.63,0.49,0.41,2.52,0.61,0.56,0.41,2.98,239607309
0.62,0.5,0.41,2.53,0.6,0.55,0.41,2.98,239618412
0.62,0.52,0.41,2.54,0.6,0.56,0.41,3,239629516
0.56,0.43,0.41,2.26,0.6,0.59,0.41,3,239640619
0.56,0.45,0.41,2.23,0.6,0.62,0.41,3,239651722
0.56,0.45,0.41,2.2,0.61,0.64,0.41,3,239662825
0.62,0.54,0.41,2.46,0.6,0.64,0.41,2.99,239673928
0.62,0.55,0.41,2.57,0.6,0.64,0.41,2.98,239685031
0.63,0.56,0.41,2.58,0.6,0.64,0.41,2.98,239696134
0.64,0.6,0.41,2.71,0.6,0.64,0.41,2.97,239707237
0.63,0.55,0.41,2.45,0.6,0.64,0.41,2.97,239718341
0.64,0.56,0.41,2.46,0.61,0.64,0.41,2.98,239729444
0.64,0.56,0.41,2.46,0.61,0.63,0.41,2.98,239740547
0.62,0.57,0.41,2.5,0.6,0.63,0.41,2.98,239751650
0.61,0.56,0.41,2.49,0.6,0.62,0.41,2.98,239762753
0.57,0.49,0.41,2.3,0.6,0.62,0.41,2.98,239773856
0.58,0.47,0.41,2.26,0.6,0.62,0.41,2.97,239784959
0.58,0.47,0.41,2.25,0.6,0.62,0.41,2.97,239796062
0.59,0.49,0.41,2.32,0.6,0.62,0.41,2.96,239807166
0.58,0.51,0.41,2.36,0.6,0.61,0.41,2.96,239818269
0.59,0.51,0.41,2.34,0.6,0.61,0.41,2.95,239829372
0.57,0.48,0.41,2.25,0.6,0.62,0.41,2.95,239840475
0.57,0.47,0.41,2.22,0.6,0.62,0.41,2.95,239851578
0.57,0.48,0.41,2.23,0.6,0.62,0.41,2.95,239862681
0.62,0.55,0.41,2.43,0.6,0.61,0.41,2.94,239873784
0.63,0.55,0.41,2.43,0.61,0.61,0.41,2.93,239884887
0.63,0.55,0.41,2.44,0.6,0.62,0.41,2.93,239895991
0.63,0.55,0.41,2.44,0.6,0.62,0.41,2.93,239907094
0.62,0.58,0.41,2.48,0.6,0.62,0.41,2.93,239918197
0.63,0.57,0.41,2.47,0.6,0.61,0.41,2.91,239929300
0.63,0.57,0.41,2.47,0.6,0.62,0.41,2.91,239940403
0.62,0.58,0.41,2.48,0.6,0.63,0.41,2.92,239951506
0.61,0.58,0.41,2.46,0.6,0.64,0.41,2.93,239962609
0.61,0.58,0.41,2.46,0.6,0.64,0.41,2.93,239973712
0.62,0.58,0.41,2.43,0.6,0.64,0.41,2.93,239984816
0.63,0.59,0.4,2.44,0.6,0.63,0.41,2.91,239995919
0.56,0.46,0.4,2.15,0.6,0.62,0.41,2.91,240007022
0.56,0.44,0.4,2.13,0.6,0.63,0.41,2.91,240018125
0.56,0.43,0.4,2.11,0.6,0.63,0.41,2.92,240029228
0.63,0.55,0.4,2.4,0.6,0.64,0.41,2.93,240040331
0.56,0.6,0.4,2.49,0.57,0.62,0.41,2.94,240051434
0.49,0.6,0.4,2.48,0.51,0.61,0.41,2.94,240062537
0.45,0.64,0.4,2.64,0.44,0.63,0.4,2.98,240073641
0.39,0.65,0.4,2.68,0.34,0.62,0.4,2.96,240084744
0.34,0.65,0.4,2.64,0.28,0.62,0.41,2.95,240095847
0.31,0.64,0.4,2.6,0.26,0.62,0.4,2.94,240106950
0.3,0.65,0.4,2.66,0.26,0.62,0.41,2.95,240118053
0.3,0.65,0.4,2.69,0.25,0.62,0.41,2.95,240129156
0.28,0.56,0.41,2.53,0.26,0.61,0.41,2.95,240140259
0.28,0.57,0.41,2.5,0.26,0.61,0.41,2.94,240151362
0.28,0.57,0.41,2.49,0.26,0.61,0.41,2.94,240162466
0.28,0.57,0.41,2.48,0.26,0.62,0.41,2.94,240173569
0.28,0.56,0.41,2.49,0.26,0.62,0.41,2.96,240184672
0.28,0.55,0.41,2.5,0.26,0.61,0.41,2.96,240195775
0.28,0.56,0.41,2.54,0.26,0.6,0.41,2.95,240206878
0.29,0.59,0.41,2.5,0.26,0.6,0.41,2.94,240217981
0.29,0.6,0.41,2.51,0.25,0.6,0.41,2.94,240229084
0.29,0.6,0.41,2.52,0.25,0.61,0.41,2.95,240240187
0.28,0.57,0.41,2.56,0.24,0.61,0.41,2.95,240251291
0.27,0.58,0.41,2.56,0.23,0.61,0.41,2.95,240262394
0.24,0.58,0.41,2.55,0.22,0.62,0.41,2.94,240273497
0.24,0.58,0.41,2.48,0.23,0.62,0.41,2.94,240284600
0.24,0.58,0.41,2.48,0.22,0.62,0.41,2.95,240295703
0.24,0.58,0.41,2.49,0.22,0.62,0.41,2.95,240306806
0.25,0.57,0.41,2.56,0.22,0.62,0.41,2.95,240317909
0.24,0.57,0.41,2.55,0.22,0.62,0.41,2.95,240329012
0.24,0.56,0.41,2.52,0.23,0.62,0.41,2.94,240340116
0.22,0.58,0.41,2.4,0.23,0.62,0.41,2.94,240351219
0.23,0.59,0.41,2.42,0.22,0.62,0.41,2.95,240362322
0.22,0.59,0.41,2.42,0.22,0.62,0.41,2.95,240373425
0.25,0.56,0.41,2.54,0.22,0.61,0.41,2.95,240384528
0.24,0.56,0.41,2.53,0.23,0.61,0.41,2.95,240395631
0.24,0.57,0.41,2.57,0.23,0.61,0.41,2.95,240406734
0.24,0.57,0.41,2.57,0.22,0.61,0.41,2.95,240417837
0.24,0.57,0.41,2.55,0.21,0.61,0.41,2.95,240428941
0.25,0.57,0.41,2.54,0.21,0.61,0.41,2.95,240440044
0.25,0.57,0.41,2.54,0.22,0.61,0.41,2.96,240451147
0.25,0.57,0.41,2.57,0.22,0.61,0.41,2.96,240462250
0.25,0.56,0.41,2.58,0.22,0.62,0.41,2.97,240473353
0.25,0.58,0.41,2.54,0.23,0.62,0.41,2.97,240484456
0.25,0.59,0.41,2.54,0.22,0.61,0.41,2.98,240495559
0.25,0.57,0.41,2.52,0.22,0.61,0.41,2.99,240506662
0.25,0.55,0.41,2.55,0.22,0.62,0.41,3,240517766
0.25,0.56,0.41,2.57,0.21,0.62,0.41,3,240528869
0.26,0.56,0.41,2.58,0.21,0.61,0.41,2.99,240539972
0.26,0.58,0.41,2.57,0.21,0.62,0.41,2.99,240551075
0.26,0.58,0.41,2.57,0.21,0.62,0.41,3,240562178
0.25,0.6,0.41,2.6,0.22,0.62,0.41,3,240573281
0.24,0.58,0.41,2.58,0.22,0.63,0.41,3.01,240584384
0.25,0.58,0.41,2.59,0.22,0.63,0.41,3.02,240595487
0.25,0.56,0.41,2.56,0.22,0.62,0.41,3.02,240606591
0.26,0.58,0.41,2.57,0.22,0.62,0.41,3.01,240617694
0.25,0.58,0.41,2.56,0.22,0.61,0.41,3.02,240628797
0.25,0.59,0.41,2.57,0.22,0.62,0.41,3.02,240639900
0.25,0.58,0.41,2.6,0.22,0.61,0.41,3.02,240651003
0.27,0.58,0.41,2.61,0.24,0.61,0.41,3.02,240662106
0.3,0.68,0.41,2.82,0.25,0.6,0.41,3.02,240673209
0.3,0.68,0.41,2.82,0.26,0.61,0.41,3.04,240684312
0.3,0.68,0.41,2.81,0.26,0.61,0.41,3.05,240695416
0.3,0.61,0.41,2.69,0.26,0.61,0.41,3.04,240706519
0.3,0.62,0.41,2.65,0.26,0.6,0.41,3.04,240717622
0.29,0.61,0.41,2.64,0.26,0.61,0.41,3.04,240728725
0.29,0.57,0.41,2.59,0.26,0.61,0.41,3.04,240739828
0.29,0.57,0.41,2.59,0.26,0.62,0.41,3.04,240750931
0.3,0.57,0.41,2.61,0.26,0.62,0.41,3.04,240762034
0.3,0.57,0.41,2.61,0.26,0.63,0.41,3.04,240773137
0.3,0.57,0.41,2.61,0.26,0.61,0.41,3.03,240784241
0.29,0.57,0.41,2.6,0.26,0.61,0.41,3.02,240795344
0.29,0.57,0.41,2.58,0.26,0.6,0.41,3.01,240806447
0.28,0.56,0.41,2.56,0.26,0.61,0.41,3.03,240817550
0.28,0.56,0.41,2.56,0.26,0.6,0.41,3.03,240828653
0.29,0.62,0.41,2.65,0.26,0.6,0.41,3.03,240839756
0.3,0.63,0.41,2.66,0.26,0.6,0.41,3.02,240850859
0.3,0.62,0.41,2.66,0.26,0.59,0.41,3.02,240861962
0.3,0.62,0.41,2.66,0.26,0.59,0.41,3.01,240873066
0.29,0.61,0.41,2.64,0.26,0.6,0.41,3.02,240884169
0.3,0.61,0.41,2.63,0.26,0.6,0.41,3.01,240895272
0.3,0.58,0.41,2.58,0.26,0.61,0.41,3.01,240906375
0.29,0.58,0.41,2.61,0.25,0.61,0.41,2.99,240917478
0.3,0.57,0.41,2.63,0.26,0.62,0.41,2.99,240928581
0.29,0.53,0.41,2.56,0.26,0.62,0.41,2.99,240939684
0.27,0.55,0.41,2.47,0.26,0.61,0.41,2.99,240950787
0.27,0.55,0.41,2.48,0.26,0.6,0.41,2.99,240961891
0.27,0.54,0.41,2.47,0.26,0.6,0.41,2.99,240972994
0.29,0.57,0.41,2.55,0.26,0.6,0.42,2.99,240984097
0.29,0.56,0.41,2.55,0.26,0.6,0.42,2.98,240995200
0.29,0.58,0.41,2.58,0.26,0.6,0.42,2.98,241006303
0.29,0.59,0.41,2.58,0.26,0.61,0.42,2.97,241017406
0.29,0.6,0.41,2.59,0.26,0.61,0.42,2.98,241028509
0.31,0.64,0.41,2.66,0.27,0.6,0.42,2.98,241039612
0.32,0.62,0.41,2.69,0.29,0.59,0.42,2.97,241050716
0.34,0.6,0.41,2.68,0.3,0.6,0.42,2.96,241061819
0.35,0.65,0.41,2.77,0.3,0.6,0.42,2.96,241072922
0.35,0.65,0.41,2.71,0.3,0.6,0.42,2.97,241084025
0.36,0.65,0.41,2.73,0.31,0.59,0.42,2.97,241095128
0.36,0.69,0.41,2.81,0.31,0.59,0.42,2.97,241106231
0.37,0.71,0.41,2.92,0.3,0.59,0.42,2.96,241117334
0.37,0.72,0.41,2.93,0.3,0.59,0.42,2.96,241128437
0.36,0.64,0.41,2.77,0.3,0.59,0.41,2.96,241139541
0.36,0.64,0.41,2.77,0.3,0.6,0.41,2.97,241150644
0.36,0.65,0.41,2.76,0.3,0.6,0.41,2.97,241161747
0.35,0.64,0.41,2.73,0.3,0.6,0.41,2.97,241172850
0.34,0.61,0.41,2.62,0.3,0.6,0.41,2.96,241183953
0.33,0.61,0.41,2.61,0.3,0.59,0.41,2.95,241195056
0.33,0.65,0.41,2.68,0.3,0.6,0.41,2.95,241206159
0.34,0.69,0.41,2.82,0.3,0.58,0.41,2.95,241217262
0.35,0.7,0.41,2.84,0.3,0.58,0.41,2.94,241228366
0.36,0.66,0.41,2.78,0.3,0.58,0.41,2.94,241239469
0.35,0.65,0.41,2.71,0.3,0.59,0.41,2.93,241250572
0.35,0.64,0.41,2.7,0.3,0.6,0.41,2.94,241261675
0.34,0.66,0.41,2.72,0.3,0.61,0.41,2.95,241272778
0.34,0.68,0.41,2.79,0.3,0.61,0.41,2.95,241283881
0.35,0.69,0.41,2.81,0.3,0.61,0.41,2.94,241294984
0.35,0.61,0.41,2.69,0.3,0.61,0.41,2.93,241306087
0.35,0.61,0.41,2.69,0.3,0.6,0.41,2.93,241317191
0.35,0.61,0.41,2.66,0.3,0.6,0.41,2.93,241328294
0.35,0.65,0.41,2.73,0.3,0.61,0.41,2.93,241339397
0.34,0.63,0.41,2.63,0.3,0.62,0.41,2.94,241350500
0.35,0.63,0.41,2.64,0.3,0.62,0.41,2.93,241361603
0.35,0.67,0.41,2.72,0.3,0.61,0.41,2.93,241372706
0.36,0.67,0.41,2.75,0.32,0.61,0.41,2.94,241383809
0.37,0.66,0.41,2.75,0.33,0.61,0.41,2.93,241394912
0.38,0.67,0.41,2.75,0.34,0.61,0.41,2.93,241406016
0.38,0.7,0.41,2.86,0.34,0.6,0.41,2.91,241417119
0.38,0.7,0.41,2.84,0.34,0.6,0.41,2.91,241428222
0.39,0.58,0.41,2.64,0.34,0.61,0.41,2.91,241439325
0.39,0.58,0.41,2.58,0.34,0.6,0.41,2.92,241450428
0.4,0.59,0.41,2.6,0.34,0.6,0.41,2.92,241461531
0.4,0.62,0.41,2.64,0.34,0.61,0.41,2.93,241472634
0.4,0.64,0.41,2.67,0.34,0.63,0.41,2.94,241483737
0.39,0.63,0.41,2.66,0.34,0.62,0.41,2.94,241494841
0.38,0.57,0.41,2.55,0.34,0.62,0.41,2.93,241505944
0.38,0.57,0.41,2.54,0.34,0.61,0.41,2.92,241517047
0.38,0.56,0.41,2.54,0.34,0.61,0.41,2.93,241528150
0.39,0.59,0.41,2.59,0.34,0.61,0.41,2.93,241539253
0.39,0.58,0.41,2.63,0.34,0.6,0.41,2.93,241550356
0.39,0.57,0.41,2.64,0.34,0.61,0.41,2.93,241561459
0.39,0.65,0.41,2.76,0.35,0.61,0.41,2.93,241572562
0.39,0.65,0.41,2.76,0.34,0.61,0.41,2.95,241583666
0.39,0.65,0.41,2.75,0.34,0.61,0.41,2.94,241594769
0.39,0.55,0.41,2.61,0.34,0.6,0.41,2.94,241605872
0.38,0.55,0.41,2.57,0.34,0.6,0.41,2.93,241616975
0.38,0.55,0.41,2.57,0.34,0.6,0.42,2.93,241628078
0.39,0.65,0.41,2.73,0.34,0.6,0.42,2.93,241639181
0.4,0.68,0.41,2.84,0.34,0.6,0.42,2.93,241650284
0.39,0.67,0.41,2.85,0.34,0.6,0.42,2.93,241661387
0.38,0.54,0.42,2.65,0.34,0.6,0.42,2.94,241672491
0.38,0.54,0.42,2.65,0.34,0.6,0.42,2.95,241683594
0.38,0.55,0.42,2.63,0.34,0.6,0.42,2.95,241694697
0.39,0.64,0.42,2.73,0.34,0.6,0.42,2.94,241705800
0.39,0.64,0.42,2.73,0.34,0.6,0.42,2.93,241716903
0.4,0.63,0.41,2.74,0.34,0.6,0.42,2.94,241728006
0.4,0.59,0.41,2.66,0.34,0.6,0.42,2.93,241739109
0.4,0.59,0.41,2.66,0.34,0.6,0.42,2.93,241750212
0.4,0.59,0.41,2.66,0.34,0.6,0.41,2.92,241761316
0.39,0.66,0.41,2.78,0.34,0.6,0.41,2.92,241772419
0.39,0.65,0.41,2.7,0.34,0.6,0.41,2.93,241783522
0.38,0.65,0.41,2.68,0.34,0.6,0.41,2.93,241794625
0.39,0.64,0.41,2.67,0.34,0.6,0.41,2.93,241805728
0.39,0.65,0.41,2.74,0.34,0.61,0.41,2.93,241816831
0.42,0.65,0.41,2.78,0.36,0.6,0.41,2.93,241827934
0.44,0.55,0.41,2.6,0.37,0.61,0.41,2.94,241839037
0.43,0.57,0.41,2.56,0.39,0.6,0.41,2.95,241850141
0.43,0.57,0.41,2.55,0.39,0.61,0.41,2.95,241861244
0.43,0.57,0.41,2.55,0.38,0.61,0.41,2.94,241872347
0.43,0.59,0.41,2.58,0.39,0.62,0.41,2.93,241883450
0.44,0.59,0.41,2.58,0.39,0.61,0.41,2.93,241894553
0.43,0.58,0.41,2.59,0.39,0.61,0.41,2.93,241905656
0.43,0.56,0.41,2.54,0.39,0.61,0.41,2.94,241916759
0.43,0.56,0.41,2.54,0.38,0.61,0.41,2.95,241927862
0.43,0.57,0.41,2.54,0.38,0.62,0.41,2.96,241938966
0.43,0.55,0.41,2.6,0.38,0.6,0.41,2.95,241950069
0.43,0.56,0.41,2.6,0.38,0.6,0.41,2.96,241961172
0.43,0.65,0.41,2.73,0.38,0.59,0.41,2.95,241972275
0.43,0.65,0.41,2.73,0.38,0.61,0.41,2.96,241983378
0.43,0.63,0.41,2.73,0.38,0.61,0.41,2.96,241994481
0.44,0.54,0.41,2.57,0.38,0.61,0.41,2.95,242005584
0.43,0.55,0.41,2.53,0.38,0.61,0.41,2.95,242016687
0.43,0.55,0.41,2.52,0.39,0.6,0.41,2.94,242027791
0.42,0.59,0.41,2.58,0.38,0.6,0.41,2.94,242038894
0.42,0.58,0.41,2.59,0.38,0.6,0.41,2.94,242049997
0.42,0.58,0.41,2.6,0.38,0.61,0.41,2.93,242061100
0.42,0.54,0.41,2.55,0.38,0.6,0.42,2.92,242072203
0.42,0.54,0.41,2.53,0.38,0.59,0.42,2.91,242083306
0.42,0.54,0.41,2.54,0.38,0.6,0.42,2.92,242094409
0.43,0.55,0.41,2.52,0.38,0.6,0.42,2.92,242105512
0.44,0.58,0.41,2.55,0.38,0.6,0.42,2.91,242116616
0.44,0.57,0.41,2.53,0.38,0.59,0.42,2.91,242127719
0.43,0.58,0.41,2.55,0.38,0.58,0.42,2.91,242138822
0.43,0.53,0.41,2.56,0.38,0.58,0.42,2.91,242149925
0.43,0.54,0.41,2.58,0.38,0.6,0.42,2.93,242161028
0.43,0.55,0.41,2.57,0.39,0.6,0.42,2.93,242172131
0.45,0.55,0.42,2.51,0.41,0.6,0.42,2.94,242183234
0.46,0.55,0.42,2.53,0.44,0.6,0.42,2.94,242194337
0.47,0.54,0.42,2.49,0.44,0.6,0.42,2.94,242205441
0.47,0.56,0.42,2.51,0.44,0.6,0.42,2.93,242216544
0.47,0.56,0.42,2.51,0.44,0.6,0.42,2.94,242227647
0.47,0.56,0.41,2.53,0.44,0.6,0.42,2.94,242238750
0.48,0.56,0.41,2.5,0.44,0.6,0.42,2.93,242249853
0.48,0.56,0.41,2.5,0.44,0.6,0.42,2.93,242260956
0.48,0.56,0.41,2.49,0.44,0.6,0.42,2.94,242272059
0.47,0.56,0.41,2.52,0.44,0.61,0.42,2.94,242283162
0.47,0.56,0.41,2.51,0.44,0.6,0.42,2.94,242294266
0.47,0.56,0.41,2.53,0.44,0.6,0.42,2.94,242305369
0.46,0.55,0.41,2.51,0.44,0.62,0.42,2.95,242316472
0.45,0.55,0.41,2.51,0.44,0.62,0.42,2.95,242327575
0.46,0.55,0.41,2.5,0.44,0.62,0.42,2.95,242338678
0.48,0.57,0.41,2.53,0.44,0.61,0.42,2.95,242349781
0.48,0.57,0.41,2.54,0.44,0.61,0.42,2.94,242360884
0.48,0.55,0.41,2.51,0.44,0.6,0.41,2.94,242371987
0.47,0.52,0.41,2.47,0.44,0.62,0.41,2.95,242383091
0.47,0.52,0.41,2.46,0.44,0.62,0.41,2.94,242394194
0.47,0.53,0.41,2.47,0.44,0.62,0.41,2.95,242405297
0.47,0.55,0.41,2.49,0.44,0.61,0.42,2.94,242416400
0.47,0.55,0.41,2.48,0.44,0.61,0.42,2.95,242427503
0.46,0.55,0.41,2.49,0.45,0.6,0.42,2.93,242438606
0.46,0.58,0.41,2.51,0.45,0.59,0.42,2.92,242449709
0.47,0.58,0.41,2.53,0.45,0.59,0.42,2.93,242460812
0.48,0.63,0.41,2.62,0.45,0.59,0.42,2.94,242471916
0.48,0.61,0.41,2.6,0.44,0.59,0.42,2.94,242483019
0.48,0.62,0.41,2.59,0.44,0.6,0.42,2.94,242494122
0.49,0.65,0.41,2.67,0.45,0.61,0.42,2.94,242505225
0.49,0.64,0.41,2.67,0.45,0.6,0.42,2.94,242516328
0.49,0.64,0.41,2.69,0.44,0.6,0.42,2.94,242527431
